List A,List B,Merged
"[1074, 816, 1197, 898]","[2686, 2045, 2813, 2094]","[1074, 816, 2813, 2094]"
"[972, 337, 1155, 418]","[2691, 2292, 2816, 2338]","[972, 337, 2816, 2338]"
"[2737, 1818, 2900, 1914]","[1538, 887, 1682, 966]","[1538, 887, 2900, 1914]"
"[2740, 1561, 2901, 1644]","[3295, 973, 3394, 1171]","[2740, 973, 3394, 1644]"
"[3306, 598, 3388, 804]","[2942, 1021, 3020, 1169]","[2942, 598, 3388, 1169]"
"[2942, 662, 3022, 805]","[1074, 679, 1251, 791]","[1074, 662, 3022, 805]"
"[1075, 1728, 1155, 1806]","[1075, 1849, 1277, 1928]","[1075, 1728, 1277, 1928]"
"[1541, 1532, 1715, 1610]","[1078, 2397, 1200, 2476]","[1078, 1532, 1715, 2476]"
"[3183, 655, 3262, 804]","[1075, 2151, 1259, 2235]","[1075, 655, 3262, 2235]"
"[3487, 988, 3567, 1168]","[1538, 1652, 1621, 1734]","[1538, 988, 3567, 1734]"
"[2689, 2151, 2848, 2236]","[2013, 717, 2155, 797]","[2013, 717, 2848, 2236]"
"[1071, 1604, 1279, 1687]","[2020, 2048, 2121, 2154]","[1071, 1604, 2121, 2154]"
"[2621, 298, 2686, 359]","[864, 1687, 927, 1750]","[864, 298, 2686, 1750]"
"[958, 650, 1005, 726]","[2256, 1063, 2325, 1171]","[958, 650, 2325, 1171]"
"[958, 1068, 1022, 1171]","[959, 831, 1004, 909]","[958, 831, 1022, 1171]"
"[960, 295, 1021, 355]","[820, 2310, 883, 2378]","[820, 295, 1021, 2378]"
"[806, 1999, 874, 2069]","[1218, 2323, 1300, 2377]","[806, 1999, 1300, 2377]"
"[1842, 1863, 1922, 1909]","[1408, 1598, 1484, 1648]","[1408, 1598, 1922, 1909]"
"[2621, 650, 2671, 726]","[1980, 768, 2065, 813]","[1980, 650, 2671, 813]"
"[1214, 1709, 1304, 1755]","[986, 1701, 1077, 1751]","[986, 1701, 1304, 1755]"
"[2256, 838, 2306, 905]","[2030, 1864, 2102, 1910]","[2030, 838, 2306, 1910]"
"[12632, 509, 2681, 627]","[2302, 1854, 2428, 1895]","[2302, 509, 2681, 1895]"
"[931, 2325, 1011, 2377]","[2252, 930, 2333, 1053]","[931, 930, 2333, 2377]"
"[964, 931, 1013, 1058]","[2119, 1863, 2193, 1930]","[964, 931, 2193, 1930]"
"[2034, 2485, 2107, 2516]","[967, 508, 1014, 628]","[967, 508, 2107, 2516]"
"[911, 2015, 990, 2066]","[1079, 1695, 1206, 1744]","[911, 1695, 1206, 2066]"
"[2214, 1845, 2274, 1907]","[1002, 2002, 1127, 2061]","[1002, 1845, 2274, 2061]"
"[3399, 1268, 3473, 1339]","[3084, 1193, 3160, 1265]","[3084, 1193, 3473, 1339]"
"[1989, 1264, 2069, 1341]","[2359, 1268, 2433, 1339]","[1989, 1264, 2433, 1341]"
"[2775, 1192, 2850, 1264]","[1615, 2673, 1687, 2746]","[1615, 1192, 2850, 2746]"
"[711, 1945, 778, 2020]","[1617, 1945, 1688, 2014]","[711, 1945, 1688, 2020]"
"[1618, 1215, 1694, 1287]","[2787, 924, 2842, 1055]","[1618, 924, 2842, 1287]"
"[1240, 1226, 1333, 1287]","[1159, 2098, 1217, 2184]","[1159, 1226, 1333, 2184]"
"[3409, 997, 3468, 1132]","[1063, 1228, 1155, 1289]","[1063, 997, 3468, 1289]"
"[1156, 1367, 1224, 1454]","[3399, 1142, 3456, 1225]","[1156, 1142, 3456, 1454]"
"[1156, 685, 1227, 778]","[1236, 546, 1342, 611]","[1156, 546, 1342, 778]"
"[2003, 995, 2064, 1133]","[3085, 596, 3148, 681]","[2003, 596, 3148, 1133]"
"[2689, 294, 2842, 356]","[849, 1575, 943, 1687]","[849, 294, 2842, 1687]"
"[1022, 653, 1236, 732]","[2322, 1094, 2505, 1139]","[1022, 653, 2505, 1139]"
"[1024, 1094, 1201, 1139]","[1019, 833, 1232, 913]","[1019, 833, 1232, 1139]"
"[1022, 289, 1146, 365]","[800, 2191, 903, 2319]","[800, 289, 1146, 2319]"
"[782, 1892, 875, 2002]","[1188, 2157, 1288, 2315]","[782, 1892, 1288, 2315]"
"[1843, 1624, 1929, 1847]","[1401, 1366, 1498, 1586]","[1401, 1366, 1929, 1847]"
"[2690, 670, 2812, 712]","[1986, 529, 2069, 749]","[1986, 529, 2812, 749]"
"[1220, 1480, 1304, 1692]","[969, 1468, 1069, 1692]","[969, 1468, 1304, 1692]"
"[2324, 853, 2463, 895]","[2029, 1686, 2111, 1846]","[2029, 853, 2463, 1846]"
"[2685, 531, 2851, 611]","[2331, 1700, 2409, 1848]","[2331, 531, 2851, 1848]"
"[936, 2151, 1012, 2311]","[2324, 952, 2461, 1033]","[936, 952, 2461, 2311]"
"[1022, 954, 1178, 1036]","[2141, 1700, 2170, 1843]","[1022, 954, 2170, 1843]"
"[2019, 2243, 2118, 2474]","[1022, 528, 1204, 612]","[1022, 528, 2118, 2474]"
"[897, 1776, 995, 2000]","[1102, 1508, 1183, 1696]","[897, 1508, 1183, 2000]"
"[2188, 1663, 2299, 1847]","[1028, 1847, 1105, 1999]","[1028, 1663, 2299, 1999]"
"[3469, 1261, 3591, 1354]","[3156, 1184, 3279, 1278]","[3156, 1184, 3591, 1354]"
"[2062, 1261, 2187, 1355]","[2501, 1259, 2628, 1353]","[2062, 1259, 2628, 1355]"
"[2841, 1184, 2968, 1280]","[1606, 2565, 1702, 2678]","[1606, 1184, 2968, 2678]"
"[710, 1786, 772, 1948]","[1611, 1836, 1701, 1945]","[710, 1786, 1701, 1948]"
"[1610, 1107, 1701, 1222]","[2846, 947, 2983, 1030]","[1610, 947, 2983, 1222]"
"[1247, 1010, 1328, 1221]","[1231, 2104, 1450, 2180]","[1231, 1010, 1450, 2180]"
"[3476, 1024, 3606, 1105]","[1083, 1086, 1128, 1220]","[1083, 1024, 3606, 1220]"
"[1229, 1374, 1442, 1455]","[3470, 1143, 3625, 1225]","[1229, 1143, 3625, 1455]"
"[1230, 696, 1447, 775]","[1248, 323, 1331, 542]","[1230, 323, 1447, 775]"
"[2067, 1021, 2202, 1105]","[3157, 595, 3369, 679]","[2067, 595, 3369, 1105]"
"[1994, 1140, 2056, 1228]","[1240, 2686, 1330, 2747]","[1240, 1140, 2056, 2747]"
"[706, 2674, 775, 2746]","[1242, 1957, 1329, 2019]","[706, 1957, 1329, 2746]"
"[1061, 1960, 1149, 2017]","[2354, 1140, 2421, 1226]","[1061, 1140, 2421, 2017]"
"[2775, 1065, 2837, 1150]","[2353, 994, 2444, 1130]","[2353, 994, 2837, 1150]"
"[1061, 2686, 1153, 2747]","[3085, 1069, 3148, 1151]","[1061, 1069, 3148, 2747]"
"[824, 1231, 901, 1267]","[921, 2682, 1050, 2737]","[824, 1231, 1050, 2737]"
"[1489, 1231, 1595, 1285]","[824, 1964, 902, 2015]","[824, 1231, 1595, 2015]"
"[1489, 1961, 1569, 2014]","[1348, 2684, 1480, 2738]","[1348, 1961, 1569, 2738]"
"[708, 1214, 778, 1285]","[1344, 1954, 1482, 2006]","[708, 1214, 1482, 2006]"
"[920, 1952, 1054, 2006]","[919, 1222, 1056, 1275]","[919, 1222, 1056, 2006]"
"[1339, 1224, 1481, 1278]","[3085, 928, 3162, 1056]","[1339, 928, 3162, 1278]"
"[1487, 2690, 1572, 2745]","[1112, 2341, 117, 2411]","[1112, 2341, 1572, 2745]"
"[1060, 1291, 1127, 1356]","[383, 2294, 449, 2366]","[383, 1291, 1127, 2366]"
"[1477, 2348, 1543, 2415]","[644, 1359, 708, 1426]","[644, 1359, 1543, 2415]"
"[1427, 1359, 1493, 1427]","[2308, 1358, 2380, 1427]","[1427, 1358, 2380, 1427]"
"[1124, 2071, 1172, 2199]","[331, 987, 382, 1066]","[331, 987, 1172, 2199]"
"[2670, 1477, 2745, 1548]","[2202, 448, 2277, 519]","[2202, 448, 2745, 1548]"
"[3126, 1480, 3201, 1547]","[1423, 986, 1475, 1064]","[1423, 986, 3201, 1547]"
"[2680, 1206, 2739, 1341]","[1848, 2020, 1902, 2153]","[1848, 1206, 2739, 2153]"
"[1060, 804, 1110, 884]","[394, 2020, 441, 2152]","[394, 804, 1110, 2152]"
"[645, 985, 693, 1064]","[1056, 448, 1127, 513]","[645, 448, 1127, 1064]"
"[385, 1924, 430, 2004]","[2308, 984, 2364, 1065]","[385, 984, 2364, 2004]"
"[1840, 1924, 1893, 2005]","[1061, 985, 1111, 1062]","[1061, 985, 1893, 2005]"
"[2309, 1235, 2367, 1334]","[1488, 2194, 1531, 2325]","[1488, 1235, 2367, 2325]"
"[2203, 805, 2258, 885]","[2028, 920, 2120, 973]","[2028, 805, 2258, 973]"
"[2064, 1143, 2214, 1224]","[1247, 2475, 1330, 2683]","[1247, 1143, 2214, 2683]"
"[703, 2552, 781, 2676]","[1247, 1744, 1333, 1948]","[703, 1744, 1333, 2676]"
"[1070, 1728, 1144, 1949]","[2504, 1144, 2665, 1226]","[1070, 1144, 2665, 1949]"
"[2839, 1070, 3003, 1150]","[2503, 1025, 2588, 1106]","[2503, 1025, 3003, 1150]"
"[1068, 2459, 1146, 2680]","[3154, 1070, 3314, 1149]","[1068, 1070, 3314, 2680]"
"[840, 1083, 887, 1222]","[945, 2479, 1026, 2683]","[840, 1083, 1026, 2683]"
"[1484, 998, 1582, 1225]","[817, 1746, 910, 1949]","[817, 998, 1582, 1949]"
"[1487, 1733, 1580, 1950]","[1371, 2500, 1451, 2679]","[1371, 1733, 1580, 2679]"
"[703, 1079, 780, 1232]","[1370, 1770, 1452, 1950]","[703, 1079, 1452, 1950]"
"[948, 1769, 1025, 1950]","[945, 1069, 1026, 1224]","[945, 1069, 1026, 1950]"
"[1372, 1038, 1453, 1226]","[3155, 947, 3243, 1029]","[1372, 947, 3243, 1226]"
"[1491, 2487, 1574, 2678]","[1173, 2332, 1302, 2434]","[1173, 2332, 1574, 2678]"
"[1127, 1276, 1233, 1374]","[448, 2280, 555, 2381]","[448, 1276, 1233, 2381]"
"[1542, 2338, 1666, 2429]","[709, 1348, 819, 1442]","[709, 1348, 1666, 2429]"
"[1493, 1348, 1598, 1443]","[2375, 1349, 2483, 1444]","[1493, 1348, 2483, 1444]"
"[1179, 2095, 1316, 2176]","[391, 987, 612, 1070]","[391, 987, 1316, 2176]"
"[2816, 1465, 2936, 1565]","[2268, 450, 2443, 511]","[2268, 450, 2936, 1565]"
"[3314, 1466, 3435, 1564]","[1491, 989, 1690, 1070]","[1491, 989, 3435, 1564]"
"[2815, 1232, 2956, 1314]","[1905, 2048, 2076, 2129]","[1905, 1232, 2956, 2129]"
"[1121, 810, 1337, 886]","[447, 2048, 622, 2130]","[447, 810, 1337, 2130]"
"[708, 989, 910, 1074]","[1123, 444, 1249, 522]","[708, 444, 1249, 1074]"
"[448, 1926, 651, 2007]","[2373, 990, 2579, 1070]","[448, 990, 2579, 2007]"
"[1905, 1927, 2107, 2008]","[1126, 991, 1323, 1070]","[1126, 991, 2107, 2008]"
"[2375, 1222, 2587, 1319]","[1539, 2223, 1665, 2305]","[1539, 1222, 2587, 2305]"
"[2269, 806, 2485, 890]","[2041, 683, 2121, 910]","[2041, 683, 2485, 910]"
"[397, 2166, 435, 2253]","[1110, 2213, 1161, 2295]","[397, 2166, 1161, 2295]"
"[1432, 1082, 1484, 1222]","[644, 1232, 694, 1311]","[644, 1082, 1484, 1311]"
"[653, 1080, 702, 1217]","[742, 2360, 817, 2427]","[653, 1080, 817, 2427]"
"[1425, 1239, 1473, 1314]","[1071, 1089, 1117, 1224]","[1071, 1089, 1473, 1314]"
"[1480, 2108, 1543, 2175]","[12214, 658, 2267, 793]","[1480, 658, 2267, 2175]"
"[2317, 1083, 2371, 1213]","[1840, 2294, 1909, 2364]","[1840, 1083, 2371, 2364]"
"[3164, 1354, 3225, 1431]","[1070, 663, 1118, 788]","[1070, 663, 3225, 1431]"
"[1838, 2167, 1893, 2250]","[743, 2238, 797, 2322]","[743, 2167, 1893, 2322]"
"[3067, 1094, 3292, 1213]","[756, 2094, 810, 2227]","[756, 1094, 3292, 2227]"
"[384, 1567, 449, 1637]","[2410, 1202, 2483, 1270]","[384, 1202, 2483, 1637]"
"[1269, 2511, 1335, 2581]","[2831, 1615, 2896, 1679]","[1269, 1615, 2896, 2581]"
"[854, 1612, 918, 1681]","[853, 2331, 915, 2399]","[853, 1612, 918, 2399]"
"[3193, 1565, 3267, 1634]","[1945, 415, 2001, 502]","[1945, 415, 3267, 1634]"
"[382, 1196, 434, 1277]","[1947, 643, 2010, 737]","[382, 643, 2010, 1277]"
"[1696, 2129, 1746, 2257]","[1216, 657, 1285, 725]","[1216, 657, 1746, 2257]"
"[489, 2026, 535, 2106]","[3193, 1197, 3248, 1276]","[489, 1197, 3248, 2106]"
"[392, 1295, 439, 1422]","[1996, 1853, 2050, 1952]","[392, 1295, 2050, 1952]"
"[490, 2401, 554, 2469]","[1864, 1344, 910, 1471]","[490, 1344, 910, 2469]"
"[1487, 2279, 540, 2374]","[1852, 2027, 901, 2109]","[1487, 2027, 901, 2374]"
"[2839, 1343, 2889, 1472]","[1955, 510, 2006, 629]","[1955, 510, 2889, 1472]"
"[1214, 1017, 1271, 1097]","[1945, 776, 1999, 865]","[1214, 776, 1999, 1097]"
"[1686, 2275, 1738, 2374]","[1995, 1195, 2057, 1279]","[1686, 1195, 2057, 2374]"
"[1267, 2028, 1320, 2107]","[1684, 2029, 1736, 2103]","[1267, 2028, 1736, 2107]"
"[1687, 2400, 1754, 2468]","[1225, 866, 1276, 998]","[1225, 866, 1754, 2468]"
"[1177, 2219, 1335, 2297]","[1490, 1110, 1662, 1192]","[1177, 1110, 1662, 2297]"
"[709, 1231, 904, 1312]","[708, 1111, 886, 1193]","[708, 1111, 904, 1312]"
"[811, 2362, 920, 2457]","[1492, 1223, 1703, 1323]","[811, 1223, 1703, 2457]"
"[1123, 1113, 1301, 1193]","[1544, 2084, 1721, 2196]","[1123, 1113, 1721, 2196]"
"[2271, 685, 2467, 768]","[2374, 1113, 2551, 1192]","[2271, 685, 2551, 1192]"
"[1904, 2291, 2044, 2373]","[3312, 1353, 3501, 1435]","[1904, 1353, 3501, 2373]"
"[1123, 685, 1318, 768]","[1904, 2172, 2109, 2251]","[1123, 685, 2109, 2251]"
"[811, 2242, 998, 2323]","[3311, 1013, 3459, 1162]","[811, 1013, 3459, 2323]"
"[814, 2122, 960, 2203]","[449, 1551, 557, 1649]","[449, 1551, 960, 2203]"
"[2481, 1193, 2590, 1283]","[1335, 2503, 1453, 2599]","[1335, 1193, 2590, 2599]"
"[2895, 1604, 3018, 1700]","[1282, 1192, 1393, 1284]","[1282, 1192, 3018, 1700]"
"[916, 1603, 1040, 1696]","[917, 2319, 1038, 2414]","[916, 1603, 1040, 2414]"
"[3261, 1555, 3370, 1655]","[2009, 427, 2174, 470]","[2009, 427, 3370, 1655]"
"[450, 1199, 647, 1277]","[2011, 639, 2181, 736]","[450, 639, 2181, 1277]"
"[1748, 2151, 1923, 2237]","[1281, 651, 1406, 729]","[1281, 651, 1923, 2237]"
"[553, 2032, 749, 2112]","[3259, 1198, 3462, 1278]","[553, 1198, 3462, 2112]"
"[445, 1320, 621, 1400]","[2063, 1842, 2260, 1939]","[445, 1320, 2260, 1939]"
"[554, 2391, 661, 2487]","[913, 1364, 1057, 1446]","[554, 1364, 1057, 2487]"
"[550, 2267, 763, 2365]","[916, 2033, 1075, 2110]","[550, 2033, 1075, 2365]"
"[2900, 1362, 3034, 1445]","[2008, 526, 2116, 610]","[2008, 526, 3034, 1445]"
"[1282, 1018, 1502, 1097]","[2009, 768, 2213, 860]","[1282, 768, 2213, 1097]"
"[1749, 2265, 1949, 2364]","[2062, 1196, 2275, 1277]","[1749, 1196, 2275, 2364]"
"[1335, 2033, 1494, 2114]","[1752, 2032, 1950, 2112]","[1335, 2032, 1950, 2114]"
"[1749, 2396, 1894, 2474]","[1278, 897, 1487, 977]","[1278, 897, 1894, 2474]"
"[845, 2131, 922, 2254]","[1768, 1128, 1854, 1181]","[845, 1128, 1854, 2254]"
"[3202, 1296, 3256, 1425]","[851, 1488, 904, 1568]","[851, 1296, 3256, 1568]"
"[2828, 1488, 2884, 1567]","[1277, 2357, 1324, 2494]","[1277, 1488, 2884, 2494]"
"[382, 1450, 433, 1523]","[1945, 1017, 199, 1098]","[382, 1017, 433, 1523]"
"[1269, 2272, 1332, 2339]","[1248, 2122, 1313, 2186]","[1248, 2122, 1332, 2339]"
"[3194, 1445, 3253, 1519]","[1498, 2129, 545, 2258]","[1498, 1445, 3253, 2258]"
"[1287, 2190, 1321, 2237]","[2257, 219, 2327, 286]","[1287, 219, 2327, 2237]"
"[1839, 287, 1910, 358]","[2930, 2292, 3004, 2368]","[1839, 287, 3004, 2368]"
"[3037, 1252, 3114, 1327]","[3038, 411, 3108, 478]","[3037, 411, 3114, 1327]"
"[956, 2295, 1022, 2365]","[953, 2172, 1011, 2275]","[953, 2172, 1022, 2365]"
"[2465, 2177, 2526, 2276]","[2263, 430, 2321, 570]","[2263, 430, 2526, 2276]"
"[2665, 282, 2745, 348]","[2461, 1923, 2527, 2009]","[2461, 282, 2745, 2009]"
"[2471, 2020, 2529, 2154]","[1470, 879, 1537, 971]","[1470, 879, 2529, 2154]"
"[3043, 982, 3105, 1118]","[3032, 881, 3100, 965]","[3032, 881, 3105, 1118]"
"[955, 1916, 1008, 2008]","[964, 2019, 1015, 2159]","[955, 1916, 1015, 2159]"
"[2253, 337, 2314, 417]","[1839, 698, 1899, 784]","[1839, 337, 2314, 784]"
"[2930, 2171, 2988, 2252]","[1850, 382, 1902, 511]","[1850, 382, 2988, 2252]"
"[1421, 2362, 1494, 2431]","[2721, 1746, 2785, 1829]","[1421, 1746, 2785, 2431]"
"[2464, 2291, 2536, 2364]","[1419, 2249, 1487, 2346]","[1419, 2249, 2536, 2364]"
"[2679, 487, 2737, 612]","[1839, 536, 1911, 601]","[1839, 487, 2737, 612]"
"[1817, 620, 1893, 690]","[3042, 555, 3104, 689]","[1817, 555, 3104, 690]"
"[2674, 392, 2732, 469]","[3035, 695, 3092, 788]","[2674, 392, 3092, 788]"
"[2926, 1912, 2995, 2011]","[1433, 2094, 1491, 2229]","[1433, 1912, 2995, 2229]"
"[2937, 2019, 3000, 2153]","[1214, 2029, 1281, 2099]","[1214, 2019, 3000, 2153]"
"[942, 911, 1035, 977]","[1632, 2035, 1700, 2106]","[942, 911, 1700, 2106]"
"[1776, 922, 1860, 1116]","[3258, 1319, 3432, 1400]","[1776, 922, 3432, 1400]"
"[916, 1489, 1071, 1567]","[2894, 1490, 3053, 1567]","[916, 1489, 3053, 1567]"
"[1332, 2387, 1471, 2469]","[445, 1438, 625, 1520]","[445, 1438, 1471, 2469]"
"[2013, 1015, 2229, 1097]","[1330, 2248, 1512, 2364]","[1330, 1015, 2229, 2364]"
"[1330, 2143, 1467, 2173]","[3259, 1439, 3435, 1521]","[1330, 1439, 3435, 2173]"
"[554, 2152, 727, 2235]","[1332, 2199, 1506, 2225]","[554, 2152, 1506, 2235]"
"[2321, 208, 2445, 304]","[1902, 275, 2031, 371]","[1902, 208, 2445, 371]"
"[3004, 2286, 3109, 2384]","[3106, 1249, 3230, 1330]","[3004, 1249, 3230, 2384]"
"[3104, 402, 3210, 496]","[1022, 2285, 1128, 2383]","[1022, 402, 3210, 2383]"
"[1023, 2161, 1232, 2259]","[2528, 2164, 2732, 2260]","[1023, 2161, 2732, 2260]"
"[2321, 457, 2467, 541]","[2740, 258, 2851, 352]","[2321, 258, 2851, 541]"
"[2533, 1929, 2731, 2007]","[2528, 2049, 2699, 2130]","[2528, 1929, 2731, 2130]"
"[1541, 884, 1755, 969]","[3103, 1009, 3302, 1088]","[1541, 884, 3302, 1088]"
"[3105, 885, 3311, 969]","[1016, 1927, 1234, 2006]","[1016, 885, 3311, 2006]"
"[1022, 2046, 1197, 2129]","[2321, 338, 2484, 418]","[1022, 338, 2484, 2129]"
"[1905, 704, 2062, 783]","[2992, 2162, 3201, 2259]","[1905, 704, 3201, 2259]"
"[1906, 407, 2049, 491]","[1489, 2360, 1598, 2457]","[1489, 407, 2049, 2457]"
"[2793, 1736, 2990, 1830]","[2532, 2295, 2671, 2372]","[2532, 1736, 2990, 2372]"
"[1493, 2237, 1713, 2330]","[2738, 506, 2887, 589]","[1493, 506, 2887, 2330]"
"[1908, 519, 2083, 620]","[1910, 640, 2037, 668]","[1908, 519, 2083, 668]"
"[3102, 579, 3279, 665]","[2737, 385, 2907, 464]","[2737, 385, 3279, 665]"
"[3101, 706, 3307, 783]","[2997, 1928, 3210, 2006]","[2997, 706, 3307, 2006]"
"[1491, 2121, 1634, 2203]","[3000, 2049, 3171, 2130]","[1491, 2049, 3171, 2203]"
"[1282, 2018, 1400, 2108]","[967, 775, 1010, 909]","[967, 775, 1400, 2108]"
"[436, 1983, 503, 2053]","[2151, 1979, 2223, 2052]","[436, 1979, 2223, 2053]"
"[1369, 1423, 1438, 1517]","[2158, 1705, 2219, 1848]","[1369, 1423, 2219, 1848]"
"[539, 807, 599, 890]","[1929, 915, 2021, 976]","[539, 807, 2021, 976]"
"[433, 1608, 494, 1696]","[1225, 1761, 1276, 1892]","[433, 1608, 1276, 1892]"
"[538, 446, 604, 512]","[795, 1608, 862, 1694]","[538, 446, 862, 1694]"
"[1368, 982, 1431, 1073]","[2095, 805, 2163, 890]","[1368, 805, 2163, 1073]"
"[2100, 444, 2175, 518]","[1627, 1602, 1693, 1692]","[1627, 444, 2175, 1692]"
"[2149, 1609, 2219, 1696]","[1211, 1901, 1275, 1988]","[1211, 1609, 2219, 1988]"
"[796, 1981, 867, 2048]","[1647, 1881, 1695, 2022]","[796, 1881, 1695, 2048]"
"[547, 662, 600, 788]","[796, 1860, 864, 1961]","[547, 662, 864, 1961]"
"[2166, 1856, 2214, 1938]","[538, 564, 600, 644]","[538, 564, 2214, 1938]"
"[2107, 660, 2165, 787]","[443, 1708, 499, 1846]","[443, 660, 2165, 1846]"
"[1610, 1709, 1686, 1784]","[1632, 1794, 1702, 1857]","[1610, 1709, 1702, 1857]"
"[435, 1865, 494, 1943]","[793, 1708, 871, 1841]","[435, 1708, 871, 1943]"
"[385, 889, 448, 958]","[803, 1013, 864, 1077]","[385, 889, 864, 1077]"
"[3088, 1983, 3162, 2053]","[1527, 1981, 1598, 2054]","[1527, 1981, 3162, 2054]"
"[1619, 1012, 1689, 1078]","[2463, 1427, 2521, 1510]","[1619, 1012, 2521, 1510]"
"[2099, 1981, 2170, 2052]","[1555, 623, 1788, 741]","[1555, 623, 2170, 2052]"
"[1526, 1609, 1583, 1694]","[392, 617, 437, 748]","[392, 617, 1583, 1694]"
"[2099, 1864, 2156, 1954]","[745, 341, 791, 419]","[745, 341, 2156, 1954]"
"[384, 515, 431, 602]","[2695, 1543, 2778, 1596]","[384, 515, 2778, 1596]"
"[2097, 1611, 2156, 1690]","[3087, 1611, 3148, 1692]","[2097, 1611, 3148, 1692]"
"[1680, 1544, 1764, 1596]","[800, 888, 848, 966]","[800, 888, 1764, 1596]"
"[1537, 1708, 1589, 1844]","[794, 741, 870, 866]","[794, 741, 1589, 1844]"
"[499, 1970, 607, 2066]","[2216, 1978, 2360, 2061]","[499, 1970, 2360, 2066]"
"[1437, 1450, 1567, 1494]","[2220, 1737, 2362, 1816]","[1437, 1450, 2362, 1816]"
"[604, 827, 735, 869]","[1955, 772, 2000, 910]","[604, 772, 2000, 910]"
"[504, 1628, 632, 1676]","[1284, 1781, 1420, 1864]","[504, 1628, 1420, 1864]"
"[606, 443, 733, 520]","[866, 1629, 990, 1675]","[606, 443, 990, 1675]"
"[1436, 1008, 1568, 1052]","[2168, 828, 2299, 869]","[1436, 828, 2299, 1052]"
"[2160, 444, 2302, 520]","[1699, 1615, 1855, 1695]","[1699, 444, 2302, 1695]"
"[2219, 1629, 2352, 1676]","[1282, 1920, 1412, 1970]","[1282, 1629, 2352, 1970]"
"[865, 1974, 970, 2069]","[1699, 1909, 1836, 1990]","[865, 1909, 1836, 2069]"
"[605, 684, 746, 765]","[864, 1873, 1029, 1921]","[605, 684, 1029, 1921]"
"[2220, 1876, 2346, 1919]","[604, 581, 732, 629]","[604, 581, 2346, 1919]"
"[2165, 580, 2315, 628]","[2166, 685, 2306, 767]","[2165, 580, 2315, 767]"
"[501, 1736, 645, 1816]","[1703, 1731, 1832, 1754]","[501, 1731, 1832, 1816]"
"[1700, 1770, 1883, 1886]","[496, 1877, 673, 1919]","[496, 1770, 1883, 1919]"
"[866, 1738, 976, 1817]","[449, 878, 555, 975]","[449, 878, 976, 1817]"
"[862, 1000, 986, 1097]","[3148, 1975, 3290, 2057]","[862, 1000, 3290, 2057]"
"[1593, 1987, 1768, 2048]","[1803, 1000, 1924, 1095]","[1593, 1000, 1924, 2048]"
"[2533, 1433, 2715, 1512]","[2170, 1975, 2295, 2058]","[2170, 1433, 2715, 2058]"
"[1801, 548, 1953, 697]","[1594, 1616, 1810, 1697]","[1594, 548, 1953, 1697]"
"[448, 642, 624, 724]","[2166, 1876, 2328, 1919]","[448, 642, 2328, 1919]"
"[810, 339, 1031, 422]","[446, 525, 659, 599]","[446, 339, 1031, 599]"
"[2705, 1311, 2783, 1532]","[2166, 1632, 2299, 1677]","[2166, 1311, 2783, 1677]"
"[3159, 1611, 3369, 1697]","[1685, 1311, 1766, 1534]","[1685, 1311, 3369, 1697]"
"[861, 883, 1025, 966]","[1596, 1738, 1768, 1818]","[861, 883, 1768, 1818]"
"[867, 766, 975, 845]","[3155, 1737, 3330, 1817]","[867, 766, 3330, 1817]"
"[1798, 902, 1874, 1088]","[5444, 2358, 5557, 2473]","[1798, 902, 5557, 2473]"
"[3210, 3574, 3290, 3784]","[1779, 2364, 1883, 2541]","[1779, 2364, 3290, 3784]"
"[3196, 3423, 3285, 3569]","[1779, 1718, 1857, 1829]","[1779, 1718, 3285, 3569]"
"[4523, 1332, 4604, 1431]","[5441, 1325, 5530, 1437]","[4523, 1325, 5530, 1437]"
"[4553, 1710, 4614, 1834]","[2501, 1889, 2647, 1973]","[2501, 1710, 4614, 1973]"
"[5458, 1478, 5538, 1682]","[2811, 1324, 2858, 1431]","[2811, 1324, 5538, 1682]"
"[1808, 1323, 1856, 1435]","[1030, 1719, 1101, 1825]","[1030, 1323, 1856, 1825]"
"[3689, 1713, 3773, 1834]","[2776, 1708, 2856, 1827]","[2776, 1708, 3773, 1834]"
"[1033, 1230, 1128, 1318]","[1797, 2155, 1876, 2359]","[1033, 1230, 1876, 2359]"
"[3213, 3978, 3283, 4193]","[1773, 3131, 1864, 3261]","[1773, 3131, 3283, 4193]"
"[1780, 3418, 1861, 3550]","[1797, 1479, 1873, 1678]","[1780, 1479, 1873, 3550]"
"[5440, 1699, 5527, 1834]","[1774, 2012, 1856, 2131]","[1774, 1699, 5527, 2131]"
"[2796, 1474, 2873, 1681]","[3714, 1481, 3788, 1677]","[2796, 1474, 3788, 1681]"
"[4543, 1477, 4623, 1679]","[5459, 2159, 5542, 2347]","[4543, 1477, 5542, 2347]"
"[5439, 743, 5584, 877]","[14606, 2031, 4720, 2175]","[5439, 743, 5584, 2175]"
"[4111, 3304, 4218, 3408]","[2546, 2905, 2618, 3109]","[2546, 2905, 4218, 3408]"
"[2531, 3832, 2637, 3936]","[1426, 3428, 1529, 3534]","[1426, 3428, 2637, 3936]"
"[1521, 2218, 1637, 2420]","[1525, 2466, 1603, 2615]","[1521, 2218, 1637, 2615]"
"[2526, 3145, 2604, 3290]","[2782, 1885, 2886, 1991]","[2526, 1885, 2886, 3290]"
"[3782, 1888, 3886, 1990]","[4191, 1297, 4274, 1446]","[3782, 1297, 4274, 1990]"
